Emiten_Code,URL,Directors,Commissioners,No,Kode Saham,Nama Perusahaan,Secretary,Email Address,Phone Number,Director,Comissioners,Audit Committee,Shareholders,Subsidiary,Public Accountant,Total Subsidiary
KAQI,https://www.idx.co.id/en/listed-companies/company-profiles/KAQI,"['NAME | POSITION | AFFILIATED', ' IMAM SUJONO | PRESIDENT DIRECTOR | NO', ' DODON TRI KOESWARDANA M.SC | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' JANTRA AL RASYID | PRESIDENT COMMISIONER | NO', ' FEBBY ADRIYANI TIWON | COMMISSIONER | YES']",465,KAQI,Jantra Grupo Indonesia Tbk.,Simon Arosokhi Gulo,	corsec@jantragroup.com,(021) 27598835,Director Name Position Affiliated Imam Sujono PRESIDENT - DIRECTOR - No | Sc - DIRECTOR - No,Comissioners Name Position Independent Jantra Al Rasyid PRESIDENT COMMISIONER NoFebby Adriyani Tiwon - COMMISSIONER - Yes,"['FEBBY ADRIYANI TIWON - HEAD ', ' ZAIN ZAINUDDIN - MEMBER ', ' RULI CITRARINI - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE JANTRA AL RASYID - COMMISIONER - 4,000 - 0% ', ' IMAM SUJONO - DIRECTOR - 4,000 - 0% ', ' PT TAHTRA KERTAJAYA INDONESIA - MORE THAN 5% - 1,625,792,000 - 78.32% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 450,000,000 - 21.68%']","['PT JOEN LIE INDONESIA | REPARASI MOBIL DAN PERDAGANGAN ECERAN SUKU CADANG DAN AKSESORI MOBIL | 15,010,754,939 | 99.99', 'PT LIANTRA WIL INDONESIA | REPARASI MOBIL DAN PERDAGANGAN ECERAN SUKU CADANG DAN AKSESORI MOBIL | 13,862,181,498 | 99.99']",KAP HELIANTONO & REKAN,2
KARW,https://www.idx.co.id/en/listed-companies/company-profiles/KARW,"['NAME | POSITION | AFFILIATED', ' HERI CAHYONO | PRESIDENT DIRECTOR | NO', ' ARIE ARDIAN MENARO | DIRECTOR | NO', ' MARCEL MENARO | DIRECTOR | NO', ' HERU ADIWASKITO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' SJARIF HADIWIDJAJA | PRESIDENT COMMISIONER | NO', ' WAHYU HARDIYANTO | COMMISSIONER | YES', ' AYDA SULIANTI | COMMISSIONER | NO']",466,KARW,Meratus Jasa Prima Tbk.,Ike Andriani,ike.andriani@meratus.com,(6221) 65314710,Director Name Position Affiliated Heri Cahyono PRESIDENT DIRECTOR NoArie Ardian Menaro DIRECTOR NoMarcel Menaro DIRECTOR NoHeru Adiwaskito - DIRECTOR - No,Comissioners Name Position Independent Sjarif Hadiwidjaja PRESIDENT COMMISIONER NoWahyu Hardiyanto COMMISSIONER YesAyda Sulianti - COMMISSIONER - No,"['WAHYU HARDIYANTO - HEAD ', ' TJIAM KIAN LIM - MEMBER ', ' HERIANTO THEN - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT SARANAKELOLA INVESTA - MORE THAN 5% - 452,266,400 - 77.03% ', ' HERI CAHYONO - DIRECTOR - 0 - 0% ', ' MARCEL MENARO - DIRECTOR - 0 - 0% ', ' ARIE ARDIAN MENARO - DIRECTOR - 0 - 0% ', ' HERU ADIWASKITO - DIRECTOR - 0 - 0% ', ' SJARIF HADIWIDJAJA - COMMISIONER - 0 - 0% ', ' AYDA SULIANTI - COMMISIONER - 0 - 0% ', ' WAHYU HARDIYANTO - COMMISIONER - 0 - 0% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 1,347,800 - 0.23% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 133,538,500 - 22.74%']","['PT KARINWASHINDO CENTRALGRAHA | PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, AGROBISNIS DLL | 767,950 | 99.97', 'PT KARINWASHINDO CENTRALGRAHA | PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, AGROBISNIS DLL | 767,950 | 99.97', 'PT KARINWASHINDO CENTRALGRAHA | PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, AGROBISNIS, DAN LAIN-LAIN | 767,950 | 99.97', 'PT KARINWASHINDO CENTRALGRAHA | PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, AGROBISNIS, DAN LAIN-LAIN | 767,950 | 99.97', 'PT KARYA INVESTAMA INDONESIA | PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DARAT, PERBENGKELAN DAN LAIN-LAIN | 161,769 | 99', 'PT KARYA INVESTAMA INDONESIA | PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DARAT, PERBENGKELAN DAN LAIN-LAIN | 161,769 | 99', 'PT KARYA INVESTAMA INDONESIA | PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DARAT, PERBENGKELAN DLL | 161,769 | 99', 'PT KARYA INVESTAMA INDONESIA | PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DARAT, PERBENGKELAN DLL | 161,769 | 99', 'PT PBM OLAH JASA ANDAL | BONGKAR MUAT | 12,827,096 | 99.99', 'PT PBM OLAH JASA ANDAL | BONGKAR MUAT | 25,336,422 | 99.99']",,12
KAYU,https://www.idx.co.id/en/listed-companies/company-profiles/KAYU,"['NAME | POSITION | AFFILIATED', ' NANANG SUMARTONO H, SH | PRESIDENT DIRECTOR | NO', ' FAJAR DHAYU PURANDI | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' ABDUL HARIS NOFIANTO | PRESIDENT COMMISIONER | YES', ' DOLVY ELVIANES | COMMISSIONER | YES']",467,KAYU,Darmi Bersaudara Tbk.,,,,,,[''],[''],['- | - | 0 | 0'],"GIDEON, ADI & REKANBAMBANG, SUTJIPTO NGUMAR & REKAN",1
KBAG,https://www.idx.co.id/en/listed-companies/company-profiles/KBAG,"['NAME | POSITION | AFFILIATED', ' NICHOLAS SUMASTO | PRESIDENT DIRECTOR | NO', ' BUDI HARIYANTO HARTONO | DIRECTOR | NO', ' J. CHRIST DWIYANTO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' TJIA DANIEL WIRAWAN | PRESIDENT COMMISIONER | NO', ' AIRIN | COMMISSIONER | YES']",468,KBAG,Karya Bersama Anugerah Tbk.,A. M. Khatami Lagan,corsec@kbag.co.id,(0542)8820388,Director Name Position Affiliated Nicholas Sumasto PRESIDENT DIRECTOR NoBudi Hariyanto Hartono - DIRECTOR - No | CHRIST DWIYANTO - DIRECTOR - No,Comissioners Name Position Independent Tjia Daniel Wirawan PRESIDENT COMMISIONER NoAirin - COMMISSIONER - Yes,[''],[''],"['PT ARTHAPURWA BUDIJAYA (APB) | A REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA', ' B KAWASAN PARIWISATA', ' C KAWASAN INDUSTRI', ' D REAL ESTAT ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK. | 26,500,628,227 | 99.90', 'PT KHARISMATAMA NIAGAMAKMUR | A REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA', ' B KAWASAN PARIWISATA', ' C KAWASAN INDUSTRI', ' D REAL ESTAT ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK. | 105,809,911,687 | 99.92', 'PT SINGASARI PURABUANA (SPB) | A REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA', ' B KAWASAN PARIWISATA', ' C KAWASAN INDUSTRI', ' D REAL ESTAT ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK. | 46,986,106,393 | 99.93']",,3
KBLI,https://www.idx.co.id/en/listed-companies/company-profiles/KBLI,"['NAME | POSITION | AFFILIATED', ' HERMAN NURSALIM | PRESIDENT DIRECTOR | NO', ' LILI | VICE PRESIDEN DIRECTOR | NO', ' LIM FUI LIONG | DIRECTOR | NO', ' ILHAM | DIRECTOR | NO', ' IRWAN MANDRAWAN | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' LAURA RAHARDJA | PRESIDENT COMMISIONER | NO', ' TODO SIHOMBING | VICE PRESIDENT COMMISIONER | NO', ' SANG NYOMAN SUWISMA | COMMISSIONER | YES', ' SINTAWATI SUKAMULJO | COMMISSIONER | YES']",469,KBLI,KMI Wire & Cable Tbk.,Made Yudana,madeyudana@kmi.co.id,021-4601733 Ext. 242,Director Name Position Affiliated HERMAN NURSALIM PRESIDENT DIRECTOR NoLILI VICE PRESIDEN DIRECTOR NoLIM FUI LIONG DIRECTOR NoILHAM DIRECTOR NoIRWAN MANDRAWAN - DIRECTOR - No,Comissioners Name Position Independent LAURA RAHARDJA PRESIDENT COMMISIONER NoTODO SIHOMBING VICE PRESIDENT COMMISIONER NoSANG NYOMAN SUWISMA COMMISSIONER YesSINTAWATI SUKAMULJO - COMMISSIONER - Yes,"['SINTAWATI SUKAMULJO - HEAD ', ' LIETA IRAWATI SUMANTRI - MEMBER']",[''],"['PT KMI ELECTRIC SOLUTION | INDUSTRI PEMBUATAN AKSESORIS DAN PERLENGKAPAN KABEL | 76,779,210 | 99.60', 'PT KMI ELECTRIC SOLUTION | INDUSTRI PEMBUATAN AKSESORIS DAN PERLENGKAPAN KABEL | 76,125,720,015 | 99.60', 'PT KMI ELECTRIC SOLUTION | INDUSTRI PEMBUATAN AKSESORIS DAN PERLENGKAPAN KABEL | 72,252,860 | 99.60', 'PT KMI ELECTRIC SOLUTION | INDUSTRI PEMBUATAN AKSESORIS DAN PERLENGKAPAN KABEL DAN PERDAGANGAN | 99,693,172 | 99.60', 'PT KMI ELECTRIC SOLUTION | INDUSTRI PEMBUATAN AKSESORIS DAN PERLENGKAPAN KABEL DAN PERDAGANGAN | 97,294,885 | 99.60', 'PT LANGGENG BAJA PRATAMA | INDUSTRI PEMBUATAN KAWAT BAJ | 109,366,627 | 58.90', 'PT LANGGENG BAJA PRATAMA | INDUSTRI PEMBUATAN KAWAT BAJ | 81,331,219 | 58.90', 'PT. LANGGENG BAJA PRATAMA | INDUSTRI PEMBUATAN KAWAT BAJA | 78,165,739 | 58.90', 'PT. LANGGENG BAJA PRATAMA | INDUSTRI PEMBUATAN KAWAT BAJA | 65,052,289,560 | 58.90', 'PT. LANGGENG BAJA PRATAMA | INDUSTRI PEMBUATAN KAWAT BAJA | 65,235,903 | 58.90']",,10
KBLM,https://www.idx.co.id/en/listed-companies/company-profiles/KBLM,"['NAME | POSITION | AFFILIATED', ' ELLY SOEPONO | PRESIDENT DIRECTOR | NO', ' VERONICA LUKMAN | DIRECTOR | NO', ' PETRUS NUGROHO DWISANTOSO | DIRECTOR | NO', ' SYARWANI HARUN | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' SOEPONO | PRESIDENT COMMISIONER | NO', ' SURYA ADIWIJAYA SOEPONO | COMMISSIONER | NO', ' DIKDIK SUGIHARTO | COMMISSIONER | YES']",470,KBLM,Kabelindo Murni Tbk.,Intan Eka Dewi,intan@kabelindo.co.id,021-4609065,Director Name Position Affiliated Elly Soepono PRESIDENT DIRECTOR NoVeronica Lukman DIRECTOR NoPetrus Nugroho Dwisantoso DIRECTOR NoSyarwani Harun - DIRECTOR - No,Comissioners Name Position Independent Soepono PRESIDENT COMMISIONER NoSurya Adiwijaya Soepono COMMISSIONER NoDikdik Sugiharto - COMMISSIONER - Yes,"['DIKDIK SUGIHARTO - HEAD ', ' ADIWINATA - MEMBER ', ' NENY MUSTIKA SUSENO - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT MESINDO AGUNG NUSANTARA - MORE THAN 5% - 389,300,000 - 34.76% ', ' PT ERDIKHA ELIT SEKURITAS - MORE THAN 5% - 73,711,600 - 6.58% ', ' PT SIBALEC - MORE THAN 5% - 451,017,200 - 40.27% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 76,835,180 - 6.86% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 129,136,020 - 11.53%']",[''],,0
KBLV,https://www.idx.co.id/en/listed-companies/company-profiles/KBLV,"['NAME | POSITION | AFFILIATED', ' HARIANDA NOERLAN | PRESIDENT DIRECTOR | NO', ' JOHANNES TONG | DIRECTOR | NO', ' RUSBIANTO WIJAYA | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' GANESH CHANDER GROVER | PRESIDENT COMMISIONER | YES', ' WIDJAYA HAMBALI | COMMISSIONER | YES']",471,KBLV,First Media Tbk.,Harianda Noerlan,corporate.secretary@firstmedia.com,5577727,,,[''],[''],"['PT BINTANG MERAH PERKASA ABADI | TELEKOMUNIKASI | 56,136 | 100', 'PT DAYA SARANA MANTAP | JASA E-COMMERCE | 73,387 | 100', 'PT GRAHA INVESTAMA ANDALAN TERPADU | PERDAGANGAN | 19,018 | 100', 'PT MITRA MANDIRI MANTAP | PERDAGANGAN | 24,288 | 99.90', 'PT PRIMA WIRA UTAMA | PERDAGANGAN | 102,577 | 100']",,5
KBRI,https://www.idx.co.id/en/listed-companies/company-profiles/KBRI,['FOUND BUT NEEDS SPECIFIC PARSING'],['NOT FOUND'],472,KBRI,Kertas Basuki Rachmat Indonesia Tbk.,Henry Priyantoro,corsec@kbri.co.id,(021) 29634985,,,[''],[''],"['PT. HTI BASUKI RACHMAT | PENGOLAHAN HASIL HUTAN | 500,000,000 | 100', 'PT. KERTAS BASUKI RACHMAT | INDUSTRI DAN DISTRIBUSI KERTAS | 1,097,156,639,698 | 99.99']",,2
KDSI,https://www.idx.co.id/en/listed-companies/company-profiles/KDSI,"['NAME | POSITION | AFFILIATED', ' PERMADI AL SUHARTO | PRESIDENT DIRECTOR | NO', ' ANDI SUBROTO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' HMY BAMBANG SUJANTO | PRESIDENT COMMISIONER | NO', ' ALI SUGIHARTO WIBISONO | COMMISSIONER | NO', ' FADELAN | COMMISSIONER | YES']",473,KDSI,Kedawung Setia Industrial Tbk.,Andi Subroto,andi.subroto@kedawungsetia.com,031 7661971,Director Name Position Affiliated Permadi Al Suharto PRESIDENT DIRECTOR NoAndi Subroto - DIRECTOR - No,Comissioners Name Position Independent HMY Bambang Sujanto PRESIDENT COMMISIONER NoAli Sugiharto Wibisono COMMISSIONER NoFadelan - COMMISSIONER - Yes,"['FADELAN - HEAD ', ' NABILAH ALPHA MAHARANI - MEMBER ', ' MARIA ULFA - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT. KITASUBUR UTAMA - MORE THAN 5% - 1,271,968,800 - 78.52% ', ' PERMADI AL SUHARTO. BSC - DIRECTOR - 90,288,000 - 5.57% ', ' MASYARAKAT - MORE THAN 5% - 245,800,000 - 15.18% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 11,943,200 - 0.73% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 0 - 0%']","['PT KEDAWUNG SETIA CORRUGATED CARTON BOX INDUSTRIAL | INDUSTRI KOTAK KARTON GELOMBANG DAN TEMPAT PENYIMPANAN TELUR | 949,204,267,870 | 100.00']",,1
KDTN,https://www.idx.co.id/en/listed-companies/company-profiles/KDTN,"['NAME | POSITION | AFFILIATED', ' XAVERIUS NURSALIM | PRESIDENT DIRECTOR | NO', ' ROLF B. POHAN | DIRECTOR | NO', ' IRENE NURSALIM | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' TJOEA AUBINTORO | PRESIDENT COMMISIONER | NO', ' LIRIS SURYANTO | COMMISSIONER | YES']",474,KDTN,Puri Sentul Permai Tbk.,Aan Rohanah,corsec@kedaton8.com,021 87905100,Director Name Position Affiliated Xaverius Nursalim PRESIDENT - DIRECTOR - No | Pohan DIRECTOR NoIrene Nursalim - DIRECTOR - No,Comissioners Name Position Independent Tjoea Aubintoro PRESIDENT COMMISIONER NoLiris Suryanto - COMMISSIONER - Yes,"['LIRIS SURYANTO - HEAD ', ' TITA DWI UTARI - MEMBER ', ' SETIYO BONOROWANTO - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT PUTRASAKTI MANDIRI - MORE THAN 5% - 476,500,000 - 38.119% ', ' PT INTAN PERDANA SUKSES - MORE THAN 5% - 300,000,000 - 24% ', ' PT CAHAYASAKTI INVESTINDO SUKSES TBK - MORE THAN 5% - 300,000,000 - 24% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 173,523,298 - 13.881%']",[''],"AMIR ABADI JUSUF, ARYANTO, MAWAR & REKAN",0
KEEN,https://www.idx.co.id/en/listed-companies/company-profiles/KEEN,"['NAME | POSITION | AFFILIATED', ' WILSON MAKNAWI | PRESIDENT DIRECTOR | NO', ' RUSMIN CAHYADI | DIRECTOR | NO', ' IR. KAREL SAMPE PAJUNG | DIRECTOR | NO', ' GIAT WIDJAJA | DIRECTOR | NO', ' TAKASAWA KAZUNORI | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' ALBERT MAKNAWI | PRESIDENT COMMISIONER | NO', ' SIM IDRUS MUNANDAR | COMMISSIONER | YES', ' FREENYAN LIWANG | COMMISSIONER | YES', ' JEANNY MAKNAWI JOE | COMMISSIONER | NO', ' YAMAGUCHI MASAHIRO | COMMISSIONER | NO']",475,KEEN,Kencana Energi Lestari Tbk.,Diana Limardi,corporate.secretary@kencanaenergy.com,021 - 58900791,Director Name Position Affiliated Wilson Maknawi PRESIDENT DIRECTOR NoRusmin Cahyadi - DIRECTOR - No | Karel Sampe Pajung DIRECTOR NoGiat Widjaja DIRECTOR NoTakasawa Kazunori - DIRECTOR - No,Comissioners Name Position Independent Albert Maknawi PRESIDENT COMMISIONER NoSim Idrus Munandar COMMISSIONER YesFreenyan Liwang COMMISSIONER YesJeanny Maknawi Joe COMMISSIONER NoYamaguchi Masahiro - COMMISSIONER - No,"['H. BUDI RUSENO - MEMBER ', ' TOMMY ARIANTO - MEMBER ', ' SIM IDRUS MUNANDAR - HEAD']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT PARAMATA INDAH LESTARI - MORE THAN 5% - 1,110,920,000 - 30.3%']","['PT ALAM ENERGI PRATAMA | PEMASOKAN KELISTRIKAN | 18,562 | 99.97', 'PT BANGUN HIDRO ENERGI | ENTITAS INDUK | 4,426,618 | 98', 'PT BANGUN TIRTA LESTARI | PEMASOKAN KELISTRIKAN | 130,684,090 | 98.40', 'PT CELEBES ENERGI LESTARI | PEMASOKAN KELISTRIKAN | 136,122 | 75', 'PT CITRA ENERGI BORNEO | PEMASOKAN KELISTRIKAN | 136,122 | 75', 'PT ENERGI ANGIN INDONESIA | PEMASOKAN KELISTRIKAN | 602,189 | 51', 'PT ENERGI ANGIN MANDIRI | PEMASOKAN KELISTRIKAN | 181,792 | 51', 'PT ENERGY SAKTI SENTOSA | PEMASOKAN KELISTRIKAN | 107,191,373 | 75', 'PT KENCANA BORNEO ENERGI | PEMASOKAN KELISTRIKAN | 136,122 | 75', 'PT KENCANA ENERGI MATAHARI | PEMASOKAN KELISTRIKAN | 1,241,144 | 99.80']","KOSASIH, NURDIYAMAN, MULYADI, TJAHJO & REKAN",27
KEJU,https://www.idx.co.id/en/listed-companies/company-profiles/KEJU,"['NAME | POSITION | AFFILIATED', ' INDRASENA PATMAWIDJAJA | PRESIDENT DIRECTOR | NO', ' JEFFRY HALIM | DIRECTOR | NO', ' ARI SUTANTO | DIRECTOR | NO', ' RANDY RINALDI CHANDRA SUWITA | DIRECTOR | NO', ' ALAMJIT SINGH SEKHON | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' HARDIANTO ATMADJA | PRESIDENT COMMISIONER | NO', ' PAULUS TEDJOSUTIKNO | COMMISSIONER | NO', ' EDUARDUS MAURITS KLAVERT | COMMISSIONER | NO', ' JEAN-CHRISTOPHE MAURICE COUBAT | COMMISSIONER | NO', ' DRS. MAURITS DANIEL RUDOLF LALISANG | COMMISSIONER | YES', ' CONNIE ANG | COMMISSIONER | YES']",476,KEJU,Mulia Boga Raya Tbk.,Jeffry Halim,corp.secretary@prochiz.co.id,021 - 38250172,Director Name Position Affiliated Indrasena Patmawidjaja PRESIDENT DIRECTOR NoJeffry Halim DIRECTOR NoAri Sutanto DIRECTOR NoRandy Rinaldi Chandra Suwita DIRECTOR NoAlamjit Singh Sekhon - DIRECTOR - No,Comissioners Name Position Independent Hardianto Atmadja PRESIDENT COMMISIONER NoPaulus Tedjosutikno COMMISSIONER NoEduardus Maurits Klavert - COMMISSIONER - No | Christophe Maurice Coubat - COMMISSIONER - No | Maurits Daniel Rudolf Lalisang COMMISSIONER YesConnie Ang - COMMISSIONER - Yes,"['CONNIE ANG - HEAD ', ' DRS. ANWAR EFFENDI TJAN - MEMBER ', ' BRILIANA SETYAWITTA WARDHANI - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE INDRASANA PATMAWIDJAJA - DIRECTOR - 1,498,500 - 0.03% ', ' JEFFRY HALIM - DIRECTOR - 307,500 - 0.01% ', ' ARI SUTANTO - DIRECTOR - 3,819,000 - 0.07% ', ' PT GARUDAFOOD PUTRA PUTRI JAYA TBK - MORE THAN 5% - 3,716,642,250 - 66.07% ', ' HARTONO ATMADJA - MORE THAN 5% - 12,909,000 - 0.23% ', ' ROBERT CHANDRAKELANA ADJIE - MORE THAN 5% - 2,739,750 - 0.05% ', ' PAULUS TEDJOSUTIKNO - COMMISIONER - 6,454,500 - 0.11% ', ' JOHANNES SETIADHARMA - MORE THAN 5% - 2,810,675 - 0.05% ', ' SUDHAMEK AGOENG WASPODO S. - MORE THAN 5% - 12,909,000 - 0.23% ', ' E MAURITS KLAVERT - COMMISIONER - 832,675 - 0.01% ', ' BEL SA - MORE THAN 5% - 1,265,668,950 - 22.5% ', ' HARDIANTO ATMADJA - COMMISIONER - 12,909,000 - 0.23% ', ' FRANSISKUS JOHNY SOEGIARTO - MORE THAN 5% - 3,918,750 - 0.07% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 581,580,449 - 10.34%']",[''],"PURWANTONO,SUNGKORO,& SURJA",0
KETR,https://www.idx.co.id/en/listed-companies/company-profiles/KETR,"['NAME | POSITION | AFFILIATED', ' TITUS DONDI PATRIA ARNABAJU | PRESIDENT DIRECTOR | NO', ' VIDCY OCTORY | DIRECTOR | NO', ' DANI SAMSUL EPENDI | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' NELLY HENRY | COMMISSIONER | YES', ' P SARTONO | PRESIDENT COMMISIONER | NO']",477,KETR,Ketrosden Triasmitra Tbk.,,,,,,[''],[''],"['PT JEJARING MITRA PERSADA | PENGEMBANGAN JARINGAN KABEL SERAT OPTIK | 1,049,919,763,238 | 99.99', 'PT TRIASMITRA CORNERSTONE INDONESIA | KONSTRUKSI JARINGAN, SALURAN ELEKTRIKAL DAN TELEKOMUNIKASI LAINNYA | 6,976,670,574 | 60', 'PT TRIASMITRA MULTINIAGA INTERNASIONAL | PEMELIHARAAN DAN PENGELOLAAN KABEL | 1,063,924,986,124 | 99.99']","HENDRAWINATA HANNY ERWIN & SUMARGOKANAKA PURADIREDJA, SUHARTONO",3
KIAS,https://www.idx.co.id/en/listed-companies/company-profiles/KIAS,"['NAME | POSITION | AFFILIATED', ' BOONYARIT JAIYA | PRESIDENT DIRECTOR | NO', ' SUSALAK KHIEW-ORN | DIRECTOR | NO', ' GUNARSO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' ANUVAT CHALERMCHAI | PRESIDENT COMMISIONER | NO', ' WARIT JINTANAWAN | COMMISSIONER | NO', ' KRISANA EAMVORASOMBAT | COMMISSIONER | YES']",478,KIAS,Keramika Indonesia Assosiasi Tbk.,Verawaty Trisno Hadijanto,corsec@kiaceramics.com,3862322,Director Name Position Affiliated Boonyarit Jaiya PRESIDENT - DIRECTOR - No | Orn DIRECTOR NoGunarso - DIRECTOR - No,Comissioners Name Position Independent Anuvat Chalermchai PRESIDENT COMMISIONER NoWarit Jintanawan COMMISSIONER NoKrisana Eamvorasombat - COMMISSIONER - Yes,"['KRISANA EAMVORASOMBAT - HEAD ', ' DWI ASTUTI ROSMIANINGRUM NAINGGOLAN - MEMBER ', ' DR. ANCELLA ANITAWATI HERMAWAN - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE SCG DECOR PUBLIC COMPANY LIMITED - MORE THAN 5% - 13,741,458,453 - 92.04% ', ' ANUVAT CHALERMCHAI - COMMISIONER - 0 - 0% ', ' WARIT JINTANAWAN - COMMISIONER - 0 - 0% ', ' KRISANA EAMVORASOMBAT - COMMISIONER - 0 - 0% ', ' BOONYARIT JAIYA - DIRECTOR - 0 - 0% ', ' SUSALAK KHIEW-ORN - DIRECTOR - 0 - 0% ', ' GUNARSO - DIRECTOR - 0 - 0% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 296,576,880 - 1.99% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 891,064,667 - 5.97%']","['PT KIA KERAMIK MAS | MANUFAKTUR GENTENG | 539,604 | 99.21', 'PT KIA SERPIH MAS | MANUFAKTUR LANTAI KERAMIK | 110,805 | 72.30']",,2
KICI,https://www.idx.co.id/en/listed-companies/company-profiles/KICI,['FOUND BUT NEEDS SPECIFIC PARSING'],"['NAME | POSITION | INDEPENDENT', ' PHILIP LAM TIN SING | PRESIDENT COMMISIONER | NO', ' DJONI SUKOHARDJO | COMMISSIONER | NO', ' RATNA INDRAWATI, MBA | COMMISSIONER | YES']",479,KICI,Kedaung Indah Can Tbk,,,,,,[''],[''],[''],,0
